Some messages have been moved to the Issues panel.
AgeVaxH35.js:871 Fri Jan 22 2021 14:22:30 GMT-0800 (Pacific Standard Time)
AgeVaxH35.js:872 CovidSIMVL Mode1 and Mod2 Hybrid 35d
AgeVaxH35.js:873 Mode 1 >13 and <36 is 75%
AgeVaxH35.js:874 Mode 2 >28 is 95%; >13 and <29 is 75%
AgeVaxH35.js:2293 135I x:ageGp:fam 180:2:-1 by blue 819:5:-1 at gen271 Univ0 prob=0.838
AgeVaxH35.js:2293 135I x:ageGp:fam 642:4:-1 by blue 200:2:-1 at gen271 Univ0 prob=0.677
AgeVaxH35.js:2293 136I x:ageGp:fam 205:2:-1 by blue 20:0:-1 at gen272 Univ0 prob=0.973
AgeVaxH35.js:2293 136I x:ageGp:fam 564:4:-1 by blue 27:0:-1 at gen272 Univ0 prob=0.408
AgeVaxH35.js:2293 136I x:ageGp:fam 919:7:-1 by blue 281:2:-1 at gen272 Univ0 prob=0.030
AgeVaxH35.js:2293 138I x:ageGp:fam 60:1:-1 by yellow 919:7:-1 at gen273 Univ0 prob=0.588
AgeVaxH35.js:2293 138I x:ageGp:fam 932:7:-1 by red 660:4:-1 at gen273 Univ0 prob=0.780
AgeVaxH35.js:2293 141I x:ageGp:fam 291:2:-1 by blue 2:0:-1 at gen274 Univ0 prob=0.227
AgeVaxH35.js:2293 141I x:ageGp:fam 669:4:-1 by blue 27:0:-1 at gen274 Univ0 prob=0.387
AgeVaxH35.js:2293 141I x:ageGp:fam 965:8:-1 by blue 109:1:-1 at gen274 Univ0 prob=0.447
AgeVaxH35.js:2293 141I x:ageGp:fam 209:2:-1 by red 810:5:-1 at gen274 Univ0 prob=0.623
AgeVaxH35.js:2293 141I x:ageGp:fam 233:2:-1 by red 660:4:-1 at gen274 Univ0 prob=0.408
AgeVaxH35.js:2293 141I x:ageGp:fam 591:4:-1 by blue 473:3:-1 at gen274 Univ0 prob=0.799
AgeVaxH35.js:2293 141I x:ageGp:fam 956:8:-1 by blue 946:7:-1 at gen274 Univ0 prob=0.067
AgeVaxH35.js:2293 143I x:ageGp:fam 116:1:-1 by yellow 527:3:-1 at gen275 Univ0 prob=0.242
AgeVaxH35.js:2293 151I x:ageGp:fam 741:5:-1 by red 384:3:-1 at gen277 Univ0 prob=0.737
AgeVaxH35.js:2293 151I x:ageGp:fam 635:4:-1 by yellow 965:8:-1 at gen277 Univ0 prob=0.737
AgeVaxH35.js:2293 151I x:ageGp:fam 428:3:-1 by blue 107:1:-1 at gen278 Univ0 prob=0.608
AgeVaxH35.js:2293 151I x:ageGp:fam 859:6:-1 by red 376:3:-1 at gen278 Univ0 prob=0.679
AgeVaxH35.js:2293 151I x:ageGp:fam 444:3:-1 by blue 841:6:-1 at gen278 Univ0 prob=0.556
AgeVaxH35.js:2293 151I x:ageGp:fam 989:9:-1 by blue 603:4:-1 at gen278 Univ0 prob=0.321
AgeVaxH35.js:2293 153I x:ageGp:fam 775:5:-1 by blue 652:4:-1 at gen279 Univ0 prob=0.743
AgeVaxH35.js:2293 157I x:ageGp:fam 505:3:-1 by blue 478:3:-1 at gen280 Univ0 prob=0.143
AgeVaxH35.js:2293 157I x:ageGp:fam 507:3:-1 by blue 533:3:-1 at gen280 Univ0 prob=0.512
AgeVaxH35.js:2293 157I x:ageGp:fam 868:6:-1 by blue 791:5:-1 at gen280 Univ0 prob=0.602
AgeVaxH35.js:2293 158I x:ageGp:fam 348:2:-1 by red 915:7:-1 at gen281 Univ0 prob=0.421
AgeVaxH35.js:2293 158I x:ageGp:fam 663:4:-1 by blue 533:3:-1 at gen281 Univ0 prob=0.602
AgeVaxH35.js:2293 161I x:ageGp:fam 240:2:-1 by blue 107:1:-1 at gen282 Univ0 prob=0.589
AgeVaxH35.js:2293 163I x:ageGp:fam 64:1:-1 by blue 399:3:-1 at gen283 Univ0 prob=0.784
AgeVaxH35.js:2293 163I x:ageGp:fam 284:2:-1 by blue 603:4:-1 at gen283 Univ0 prob=0.241
AgeVaxH35.js:2293 164I x:ageGp:fam 479:3:-1 by blue 200:2:-1 at gen284 Univ0 prob=0.445
AgeVaxH35.js:2293 164I x:ageGp:fam 659:4:-1 by blue 637:4:-1 at gen284 Univ0 prob=0.296
AgeVaxH35.js:2293 166I x:ageGp:fam 17:0:-1 by blue 818:5:-1 at gen285 Univ0 prob=0.708
AgeVaxH35.js:2293 166I x:ageGp:fam 611:4:-1 by red 904:7:-1 at gen285 Univ0 prob=0.090
AgeVaxH35.js:2293 166I x:ageGp:fam 821:6:-1 by blue 717:5:-1 at gen285 Univ0 prob=0.511
AgeVaxH35.js:2293 168I x:ageGp:fam 146:2:-1 by blue 533:3:-1 at gen286 Univ0 prob=0.157
AgeVaxH35.js:2293 168I x:ageGp:fam 365:3:-1 by blue 805:5:-1 at gen286 Univ0 prob=0.641
AgeVaxH35.js:2293 168I x:ageGp:fam 948:7:-1 by blue 835:6:-1 at gen286 Univ0 prob=0.977
AgeVaxH35.js:2293 171I x:ageGp:fam 897:6:-1 by blue 763:5:-1 at gen287 Univ0 prob=0.742
AgeVaxH35.js:2293 174I x:ageGp:fam 170:2:-1 by blue 595:4:-1 at gen288 Univ0 prob=0.116
AgeVaxH35.js:2293 174I x:ageGp:fam 208:2:-1 by blue 835:6:-1 at gen288 Univ0 prob=0.686
AgeVaxH35.js:2293 174I x:ageGp:fam 590:4:-1 by blue 901:6:-1 at gen288 Univ0 prob=0.422
AgeVaxH35.js:2293 174I x:ageGp:fam 653:4:-1 by red 593:4:-1 at gen288 Univ0 prob=0.674
AgeVaxH35.js:2293 174I x:ageGp:fam 898:6:-1 by blue 763:5:-1 at gen288 Univ0 prob=0.550
AgeVaxH35.js:2293 175I x:ageGp:fam 199:2:-1 by blue 2:0:-1 at gen289 Univ0 prob=0.072
AgeVaxH35.js:2293 175I x:ageGp:fam 305:2:-1 by blue 200:2:-1 at gen289 Univ0 prob=0.454
AgeVaxH35.js:2293 175I x:ageGp:fam 322:2:-1 by red 660:4:-1 at gen289 Univ0 prob=0.839
AgeVaxH35.js:2293 175I x:ageGp:fam 894:6:-1 by blue 332:2:-1 at gen289 Univ0 prob=0.705
AgeVaxH35.js:2293 180I x:ageGp:fam 727:5:-1 by blue 652:4:-1 at gen290 Univ0 prob=0.576
AgeVaxH35.js:2293 184I x:ageGp:fam 73:1:-1 by red 904:7:-1 at gen291 Univ0 prob=0.207
AgeVaxH35.js:2293 184I x:ageGp:fam 604:4:-1 by red 453:3:-1 at gen291 Univ0 prob=0.836
AgeVaxH35.js:2293 184I x:ageGp:fam 460:3:-1 by red 983:9:-1 at gen291 Univ0 prob=0.215
AgeVaxH35.js:2293 185I x:ageGp:fam 987:9:-1 by yellow 394:3:-1 at gen292 Univ0 prob=0.126
AgeVaxH35.js:2293 185I x:ageGp:fam 439:3:-1 by blue 612:4:-1 at gen292 Univ0 prob=0.345
AgeVaxH35.js:2293 185I x:ageGp:fam 662:4:-1 by blue 717:5:-1 at gen292 Univ0 prob=0.320
AgeVaxH35.js:2293 188I x:ageGp:fam 239:2:-1 by red 335:2:-1 at gen293 Univ0 prob=0.528
AgeVaxH35.js:2293 191I x:ageGp:fam 289:2:-1 by blue 759:5:-1 at gen294 Univ0 prob=0.217
AgeVaxH35.js:2293 192I x:ageGp:fam 557:4:-1 by red 495:3:-1 at gen295 Univ0 prob=0.397
AgeVaxH35.js:2293 193I x:ageGp:fam 445:3:-1 by red 963:8:-1 at gen296 Univ0 prob=0.526
AgeVaxH35.js:2293 194I x:ageGp:fam 131:2:-1 by blue 371:3:-1 at gen297 Univ0 prob=0.621
AgeVaxH35.js:2293 194I x:ageGp:fam 716:5:-1 by blue 763:5:-1 at gen297 Univ0 prob=0.093
AgeVaxH35.js:2293 197I x:ageGp:fam 122:1:-1 by red 109:1:-1 at gen299 Univ0 prob=0.254
AgeVaxH35.js:2293 197I x:ageGp:fam 647:4:-1 by red 915:7:-1 at gen299 Univ0 prob=0.801
AgeVaxH35.js:2293 197I x:ageGp:fam 736:5:-1 by red 819:5:-1 at gen300 Univ0 prob=0.855
AgeVaxH35.js:2293 199I x:ageGp:fam 522:3:-1 by blue 743:5:-1 at gen301 Univ0 prob=0.813
AgeVaxH35.js:2293 200I x:ageGp:fam 66:1:-1 by red 810:5:-1 at gen302 Univ0 prob=0.451
AgeVaxH35.js:2293 200I x:ageGp:fam 156:2:-1 by red 954:8:-1 at gen302 Univ0 prob=0.616
AgeVaxH35.js:2293 200I x:ageGp:fam 260:2:-1 by blue 246:2:-1 at gen302 Univ0 prob=0.299
AgeVaxH35.js:2293 201I x:ageGp:fam 742:5:-1 by blue 20:0:-1 at gen303 Univ0 prob=0.612
AgeVaxH35.js:2293 201I x:ageGp:fam 824:6:-1 by blue 399:3:-1 at gen303 Univ0 prob=0.123
AgeVaxH35.js:2293 201I x:ageGp:fam 884:6:-1 by red 453:3:-1 at gen303 Univ0 prob=0.315
AgeVaxH35.js:2293 201I x:ageGp:fam 873:6:-1 by red 547:4:-1 at gen303 Univ0 prob=0.818
AgeVaxH35.js:2293 208I x:ageGp:fam 7:0:-1 by blue 448:3:-1 at gen305 Univ0 prob=0.333
AgeVaxH35.js:2293 208I x:ageGp:fam 341:2:-1 by blue 27:0:-1 at gen306 Univ0 prob=0.111
AgeVaxH35.js:2293 208I x:ageGp:fam 435:3:-1 by blue 791:5:-1 at gen306 Univ0 prob=0.499
AgeVaxH35.js:2293 208I x:ageGp:fam 976:8:-1 by blue 486:3:-1 at gen306 Univ0 prob=0.040
AgeVaxH35.js:2293 212I x:ageGp:fam 572:4:-1 by blue 928:7:-1 at gen308 Univ0 prob=0.950
AgeVaxH35.js:2293 212I x:ageGp:fam 769:5:-1 by blue 928:7:-1 at gen308 Univ0 prob=0.096
AgeVaxH35.js:2293 212I x:ageGp:fam 785:5:-1 by blue 841:6:-1 at gen308 Univ0 prob=0.482
AgeVaxH35.js:2293 212I x:ageGp:fam 28:0:-1 by blue 95:1:-1 at gen309 Univ0 prob=0.217
