AgeVaxH35.js:871 Mon Jan 18 2021 21:58:18 GMT-0800 (Pacific Standard Time)
AgeVaxH35.js:872 CovidSIMVL Mode1 and Mod2 Hybrid 35d
AgeVaxH35.js:873 Mode 1 >13 and <36 is 75%
AgeVaxH35.js:874 Mode 2 >28 is 95%; >13 and <29 is 75%
AgeVaxH35.js:2221 12I i:ageGp:fam 223:2:-1 by red 417:3:-1 at gen218 Univ0 prob=0.413
AgeVaxH35.js:2202 14I j:ageGp:fam 252:2:-1 by red 29:0:-1 at gen226 Univ0 prob=0.879
AgeVaxH35.js:2221 15I i:ageGp:fam 309:2:-1 by blue 663:4:-1 at gen231 Univ0 prob=0.760
AgeVaxH35.js:2202 16I j:ageGp:fam 644:4:-1 by blue 638:4:-1 at gen235 Univ0 prob=0.652
AgeVaxH35.js:2202 17I j:ageGp:fam 645:4:-1 by blue 638:4:-1 at gen240 Univ0 prob=0.985
AgeVaxH35.js:2202 18I j:ageGp:fam 660:4:-1 by blue 628:4:-1 at gen253 Univ0 prob=0.261
AgeVaxH35.js:2202 19I j:ageGp:fam 876:6:-1 by blue 663:4:-1 at gen261 Univ0 prob=0.550
AgeVaxH35.js:2202 20I j:ageGp:fam 769:5:-1 by blue 550:4:-1 at gen265 Univ0 prob=0.386
AgeVaxH35.js:2202 21I j:ageGp:fam 961:8:-1 by blue 915:7:-1 at gen268 Univ0 prob=0.003
AgeVaxH35.js:2202 22I j:ageGp:fam 845:6:-1 by red 179:2:-1 at gen273 Univ0 prob=0.893
AgeVaxH35.js:2202 22I j:ageGp:fam 863:6:-1 by blue 223:2:-1 at gen273 Univ0 prob=0.509
AgeVaxH35.js:2221 24I i:ageGp:fam 339:2:-1 by blue 915:7:-1 at gen275 Univ0 prob=0.098
AgeVaxH35.js:2221 25I i:ageGp:fam 477:3:-1 by blue 550:4:-1 at gen284 Univ0 prob=0.396
AgeVaxH35.js:2202 25I j:ageGp:fam 655:4:-1 by blue 192:2:-1 at gen285 Univ0 prob=0.368
AgeVaxH35.js:2202 27I j:ageGp:fam 997:9:-1 by red 663:4:-1 at gen289 Univ0 prob=0.498
AgeVaxH35.js:2221 28I i:ageGp:fam 88:1:-1 by red 851:6:-1 at gen291 Univ0 prob=0.596
AgeVaxH35.js:2221 29I i:ageGp:fam 52:1:-1 by blue 550:4:-1 at gen293 Univ0 prob=0.557
AgeVaxH35.js:2221 30I i:ageGp:fam 234:2:-1 by blue 588:4:-1 at gen295 Univ0 prob=0.941
AgeVaxH35.js:2202 30I j:ageGp:fam 992:9:-1 by red 663:4:-1 at gen296 Univ0 prob=0.214
AgeVaxH35.js:2202 32I j:ageGp:fam 195:2:-1 by red 179:2:-1 at gen298 Univ0 prob=0.696
AgeVaxH35.js:2202 32I j:ageGp:fam 453:3:-1 by blue 252:2:-1 at gen298 Univ0 prob=0.441
AgeVaxH35.js:2221 32I i:ageGp:fam 411:3:-1 by red 663:4:-1 at gen299 Univ0 prob=0.231
AgeVaxH35.js:2202 35I j:ageGp:fam 888:6:-1 by red 417:3:-1 at gen312 Univ0 prob=0.510
AgeVaxH35.js:2221 36I i:ageGp:fam 615:4:-1 by red 663:4:-1 at gen320 Univ0 prob=0.075
AgeVaxH35.js:2202 37I j:ageGp:fam 745:5:-1 by red 638:4:-1 at gen326 Univ0 prob=0.084
AgeVaxH35.js:2221 38I i:ageGp:fam 486:3:-1 by blue 645:4:-1 at gen328 Univ0 prob=0.838
AgeVaxH35.js:2202 38I j:ageGp:fam 674:4:-1 by red 628:4:-1 at gen328 Univ0 prob=0.011
AgeVaxH35.js:2221 40I i:ageGp:fam 463:3:-1 by blue 588:4:-1 at gen333 Univ0 prob=0.679
AgeVaxH35.js:2202 40I j:ageGp:fam 716:5:-1 by yellow 463:3:-1 at gen334 Univ0 prob=0.350
AgeVaxH35.js:2221 42I i:ageGp:fam 280:2:-1 by blue 876:6:-1 at gen339 Univ0 prob=0.184
AgeVaxH35.js:2221 42I i:ageGp:fam 287:2:-1 by blue 588:4:-1 at gen339 Univ0 prob=0.626
AgeVaxH35.js:2221 44I i:ageGp:fam 327:2:-1 by blue 876:6:-1 at gen343 Univ0 prob=0.318
AgeVaxH35.js:2221 44I i:ageGp:fam 438:3:-1 by blue 961:8:-1 at gen344 Univ0 prob=0.181
AgeVaxH35.js:2221 46I i:ageGp:fam 85:1:-1 by red 588:4:-1 at gen352 Univ0 prob=0.446
AgeVaxH35.js:2202 47I j:ageGp:fam 728:5:-1 by blue 660:4:-1 at gen356 Univ0 prob=0.045
AgeVaxH35.js:2221 48I i:ageGp:fam 708:5:-1 by blue 863:6:-1 at gen359 Univ0 prob=0.780
AgeVaxH35.js:2221 48I i:ageGp:fam 102:1:-1 by blue 660:4:-1 at gen360 Univ0 prob=0.473
AgeVaxH35.js:2202 50I j:ageGp:fam 953:8:-1 by blue 88:1:-1 at gen374 Univ0 prob=0.656
AgeVaxH35.js:2221 50I i:ageGp:fam 361:3:-1 by red 645:4:-1 at gen374 Univ0 prob=0.966
AgeVaxH35.js:2221 52I i:ageGp:fam 7:0:-1 by red 644:4:-1 at gen377 Univ0 prob=0.379
AgeVaxH35.js:2221 53I i:ageGp:fam 565:4:-1 by yellow 716:5:-1 at gen383 Univ0 prob=0.272
AgeVaxH35.js:2221 54I i:ageGp:fam 606:4:-1 by blue 615:4:-1 at gen391 Univ0 prob=0.956
AgeVaxH35.js:2202 55I j:ageGp:fam 378:3:-1 by red 179:2:-1 at gen393 Univ0 prob=0.800
AgeVaxH35.js:2202 56I j:ageGp:fam 320:2:-1 by blue 195:2:-1 at gen396 Univ0 prob=0.676
AgeVaxH35.js:2221 57I i:ageGp:fam 255:2:-1 by red 845:6:-1 at gen410 Univ0 prob=0.406
AgeVaxH35.js:2221 58I i:ageGp:fam 240:2:-1 by blue 463:3:-1 at gen412 Univ0 prob=0.171
AgeVaxH35.js:2202 58I j:ageGp:fam 883:6:-1 by blue 463:3:-1 at gen412 Univ0 prob=0.727
AgeVaxH35.js:2221 60I i:ageGp:fam 321:2:-1 by blue 327:2:-1 at gen416 Univ0 prob=0.158
AgeVaxH35.js:2221 61I i:ageGp:fam 404:3:-1 by red 628:4:-1 at gen426 Univ0 prob=0.339
AgeVaxH35.js:2202 62I j:ageGp:fam 337:2:-1 by blue 327:2:-1 at gen428 Univ0 prob=0.294
AgeVaxH35.js:2202 62I j:ageGp:fam 718:5:-1 by red 411:3:-1 at gen428 Univ0 prob=0.989
AgeVaxH35.js:2221 62I i:ageGp:fam 96:1:-1 by red 411:3:-1 at gen429 Univ0 prob=0.292
AgeVaxH35.js:2202 65I j:ageGp:fam 771:5:-1 by red 628:4:-1 at gen431 Univ0 prob=0.169
AgeVaxH35.js:2221 66I i:ageGp:fam 176:2:-1 by red 997:9:-1 at gen434 Univ0 prob=0.031
AgeVaxH35.js:2221 67I i:ageGp:fam 270:2:-1 by red 644:4:-1 at gen436 Univ0 prob=0.231
AgeVaxH35.js:2221 68I i:ageGp:fam 647:4:-1 by red 997:9:-1 at gen438 Univ0 prob=0.899
AgeVaxH35.js:2221 69I i:ageGp:fam 21:0:-1 by red 411:3:-1 at gen445 Univ0 prob=0.321
AgeVaxH35.js:2202 69I j:ageGp:fam 595:4:-1 by red 588:4:-1 at gen446 Univ0 prob=0.882
AgeVaxH35.js:2202 71I j:ageGp:fam 810:5:-1 by blue 85:1:-1 at gen448 Univ0 prob=0.832
AgeVaxH35.js:2202 71I j:ageGp:fam 837:6:-1 by red 192:2:-1 at gen448 Univ0 prob=0.854
AgeVaxH35.js:2202 73I j:ageGp:fam 546:4:-1 by red 192:2:-1 at gen452 Univ0 prob=0.948
AgeVaxH35.js:2202 74I j:ageGp:fam 283:2:-1 by blue 7:0:-1 at gen465 Univ0 prob=0.163
AgeVaxH35.js:2202 75I j:ageGp:fam 239:2:-1 by red 195:2:-1 at gen472 Univ0 prob=0.299
AgeVaxH35.js:2221 75I i:ageGp:fam 248:2:-1 by blue 320:2:-1 at gen472 Univ0 prob=0.143
AgeVaxH35.js:2202 77I j:ageGp:fam 461:3:-1 by yellow 248:2:-1 at gen478 Univ0 prob=0.029
AgeVaxH35.js:2221 78I i:ageGp:fam 466:3:-1 by red 997:9:-1 at gen481 Univ0 prob=0.619
AgeVaxH35.js:2221 79I i:ageGp:fam 185:2:-1 by blue 321:2:-1 at gen489 Univ0 prob=0.589
AgeVaxH35.js:2202 79I j:ageGp:fam 398:3:-1 by blue 320:2:-1 at gen489 Univ0 prob=0.137
AgeVaxH35.js:2221 81I i:ageGp:fam 274:2:-1 by blue 320:2:-1 at gen491 Univ0 prob=0.949
AgeVaxH35.js:2202 81I j:ageGp:fam 795:5:-1 by blue 96:1:-1 at gen492 Univ0 prob=0.439
AgeVaxH35.js:2221 81I i:ageGp:fam 587:4:-1 by red 588:4:-1 at gen492 Univ0 prob=0.445
AgeVaxH35.js:2202 84I j:ageGp:fam 760:5:-1 by blue 321:2:-1 at gen494 Univ0 prob=0.240
AgeVaxH35.js:2221 84I i:ageGp:fam 78:1:-1 by red 876:6:-1 at gen495 Univ0 prob=0.027
AgeVaxH35.js:2221 84I i:ageGp:fam 767:5:-1 by red 992:9:-1 at gen495 Univ0 prob=0.815
AgeVaxH35.js:2221 85I i:ageGp:fam 225:2:-1 by red 876:6:-1 at gen496 Univ0 prob=0.481
AgeVaxH35.js:2221 87I i:ageGp:fam 104:1:-1 by blue 321:2:-1 at gen497 Univ0 prob=0.258
AgeVaxH35.js:2221 89I i:ageGp:fam 91:1:-1 by red 997:9:-1 at gen499 Univ0 prob=0.586
AgeVaxH35.js:2221 89I i:ageGp:fam 210:2:-1 by yellow 546:4:-1 at gen500 Univ0 prob=0.406
AgeVaxH35.js:2202 90I j:ageGp:fam 977:8:-1 by red 102:1:-1 at gen501 Univ0 prob=0.890
AgeVaxH35.js:2202 92I j:ageGp:fam 789:5:-1 by blue 321:2:-1 at gen506 Univ0 prob=0.901
AgeVaxH35.js:2221 93I i:ageGp:fam 370:3:-1 by red 997:9:-1 at gen508 Univ0 prob=0.612
AgeVaxH35.js:2202 94I j:ageGp:fam 402:3:-1 by red 195:2:-1 at gen510 Univ0 prob=0.444
AgeVaxH35.js:2202 94I j:ageGp:fam 609:4:-1 by red 195:2:-1 at gen510 Univ0 prob=0.395
AgeVaxH35.js:2202 94I j:ageGp:fam 359:3:-1 by blue 321:2:-1 at gen511 Univ0 prob=0.594
AgeVaxH35.js:2221 97I i:ageGp:fam 62:1:-1 by red 327:2:-1 at gen514 Univ0 prob=0.810
AgeVaxH35.js:2202 97I j:ageGp:fam 352:2:-1 by blue 176:2:-1 at gen514 Univ0 prob=0.606
AgeVaxH35.js:2221 97I i:ageGp:fam 345:2:-1 by red 378:3:-1 at gen515 Univ0 prob=0.868
AgeVaxH35.js:2221 99I i:ageGp:fam 972:8:-1 by red 992:9:-1 at gen516 Univ0 prob=0.173
AgeVaxH35.js:2221 100I i:ageGp:fam 536:3:-1 by red 992:9:-1 at gen517 Univ0 prob=0.242
AgeVaxH35.js:2202 102I j:ageGp:fam 725:5:-1 by blue 176:2:-1 at gen528 Univ0 prob=0.852
AgeVaxH35.js:2221 103I i:ageGp:fam 233:2:-1 by red 321:2:-1 at gen536 Univ0 prob=0.495
AgeVaxH35.js:2202 104I j:ageGp:fam 829:6:-1 by red 660:4:-1 at gen540 Univ0 prob=0.549
AgeVaxH35.js:2221 105I i:ageGp:fam 392:3:-1 by blue 595:4:-1 at gen542 Univ0 prob=0.495
AgeVaxH35.js:2221 106I i:ageGp:fam 262:2:-1 by blue 837:6:-1 at gen556 Univ0 prob=0.119
AgeVaxH35.js:2221 106I i:ageGp:fam 63:1:-1 by blue 789:5:-1 at gen557 Univ0 prob=0.254
AgeVaxH35.js:2202 106I j:ageGp:fam 501:3:-1 by red 176:2:-1 at gen557 Univ0 prob=0.921
AgeVaxH35.js:2202 106I j:ageGp:fam 679:4:-1 by blue 225:2:-1 at gen557 Univ0 prob=0.680
AgeVaxH35.js:2202 107I j:ageGp:fam 224:2:-1 by red 85:1:-1 at gen558 Univ0 prob=0.111
AgeVaxH35.js:2221 110I i:ageGp:fam 64:1:-1 by red 411:3:-1 at gen559 Univ0 prob=0.665
AgeVaxH35.js:2202 110I j:ageGp:fam 796:5:-1 by red 176:2:-1 at gen559 Univ0 prob=0.028
AgeVaxH35.js:2221 110I i:ageGp:fam 193:2:-1 by red 997:9:-1 at gen559 Univ0 prob=0.771
AgeVaxH35.js:2202 114I j:ageGp:fam 993:9:-1 by red 96:1:-1 at gen564 Univ0 prob=0.193
AgeVaxH35.js:2221 114I i:ageGp:fam 375:3:-1 by red 997:9:-1 at gen564 Univ0 prob=0.170
AgeVaxH35.js:2202 114I j:ageGp:fam 812:5:-1 by blue 587:4:-1 at gen565 Univ0 prob=0.120
AgeVaxH35.js:2202 116I j:ageGp:fam 429:3:-1 by blue 359:3:-1 at gen566 Univ0 prob=0.109
AgeVaxH35.js:2202 118I j:ageGp:fam 92:1:-1 by blue 78:1:-1 at gen570 Univ0 prob=0.060
AgeVaxH35.js:2202 118I j:ageGp:fam 426:3:-1 by blue 225:2:-1 at gen571 Univ0 prob=0.488
AgeVaxH35.js:2202 119I j:ageGp:fam 815:5:-1 by blue 78:1:-1 at gen572 Univ0 prob=0.048
AgeVaxH35.js:2202 119I j:ageGp:fam 848:6:-1 by blue 370:3:-1 at gen572 Univ0 prob=0.363
AgeVaxH35.js:2202 119I j:ageGp:fam 860:6:-1 by red 546:4:-1 at gen572 Univ0 prob=0.585
AgeVaxH35.js:2202 120I j:ageGp:fam 946:7:-1 by red 96:1:-1 at gen573 Univ0 prob=0.874
AgeVaxH35.js:2202 120I j:ageGp:fam 787:5:-1 by red 176:2:-1 at gen573 Univ0 prob=0.515
AgeVaxH35.js:2202 120I j:ageGp:fam 921:7:-1 by blue 210:2:-1 at gen573 Univ0 prob=0.547
AgeVaxH35.js:2202 123I j:ageGp:fam 87:1:-1 by blue 78:1:-1 at gen574 Univ0 prob=0.668
AgeVaxH35.js:2221 127I i:ageGp:fam 357:2:-1 by red 647:4:-1 at gen576 Univ0 prob=0.156
AgeVaxH35.js:2221 127I i:ageGp:fam 237:2:-1 by red 565:4:-1 at gen577 Univ0 prob=0.108
AgeVaxH35.js:2221 128I i:ageGp:fam 26:0:-1 by blue 352:2:-1 at gen578 Univ0 prob=0.095
AgeVaxH35.js:2221 128I i:ageGp:fam 446:3:-1 by red 565:4:-1 at gen578 Univ0 prob=0.619
AgeVaxH35.js:2202 129I j:ageGp:fam 455:3:-1 by blue 104:1:-1 at gen579 Univ0 prob=0.322
AgeVaxH35.js:2202 129I j:ageGp:fam 980:8:-1 by blue 352:2:-1 at gen579 Univ0 prob=0.987
AgeVaxH35.js:2202 133I j:ageGp:fam 887:6:-1 by blue 767:5:-1 at gen583 Univ0 prob=0.440
AgeVaxH35.js:2221 133I i:ageGp:fam 932:7:-1 by blue 977:8:-1 at gen584 Univ0 prob=0.575
AgeVaxH35.js:2202 134I j:ageGp:fam 627:4:-1 by blue 402:3:-1 at gen585 Univ0 prob=0.853
AgeVaxH35.js:2221 134I i:ageGp:fam 551:4:-1 by blue 972:8:-1 at gen585 Univ0 prob=0.245
AgeVaxH35.js:2202 137I j:ageGp:fam 423:3:-1 by blue 359:3:-1 at gen587 Univ0 prob=0.585
AgeVaxH35.js:2221 138I i:ageGp:fam 637:4:-1 by blue 795:5:-1 at gen589 Univ0 prob=0.896
AgeVaxH35.js:2202 139I j:ageGp:fam 705:5:-1 by red 176:2:-1 at gen594 Univ0 prob=0.676
AgeVaxH35.js:2202 139I j:ageGp:fam 891:6:-1 by blue 398:3:-1 at gen594 Univ0 prob=0.402
AgeVaxH35.js:2202 139I j:ageGp:fam 933:7:-1 by red 270:2:-1 at gen595 Univ0 prob=0.302
AgeVaxH35.js:2221 139I i:ageGp:fam 512:3:-1 by blue 767:5:-1 at gen595 Univ0 prob=0.389
AgeVaxH35.js:2221 143I i:ageGp:fam 364:3:-1 by blue 725:5:-1 at gen606 Univ0 prob=0.717
AgeVaxH35.js:2202 144I j:ageGp:fam 738:5:-1 by blue 210:2:-1 at gen608 Univ0 prob=0.975
AgeVaxH35.js:2202 144I j:ageGp:fam 797:5:-1 by red 176:2:-1 at gen609 Univ0 prob=0.318
AgeVaxH35.js:2221 146I i:ageGp:fam 113:1:-1 by red 810:5:-1 at gen614 Univ0 prob=0.072
AgeVaxH35.js:2221 146I i:ageGp:fam 330:2:-1 by blue 993:9:-1 at gen615 Univ0 prob=0.148
AgeVaxH35.js:2221 146I i:ageGp:fam 508:3:-1 by yellow 812:5:-1 at gen615 Univ0 prob=0.558
AgeVaxH35.js:2202 147I j:ageGp:fam 792:5:-1 by red 378:3:-1 at gen616 Univ0 prob=0.471
AgeVaxH35.js:2221 150I i:ageGp:fam 108:1:-1 by red 546:4:-1 at gen618 Univ0 prob=0.360
AgeVaxH35.js:2202 150I j:ageGp:fam 571:4:-1 by blue 501:3:-1 at gen619 Univ0 prob=0.724
AgeVaxH35.js:2202 152I j:ageGp:fam 400:3:-1 by red 327:2:-1 at gen621 Univ0 prob=0.414
AgeVaxH35.js:2221 153I i:ageGp:fam 631:4:-1 by blue 815:5:-1 at gen625 Univ0 prob=0.300
AgeVaxH35.js:2221 154I i:ageGp:fam 148:2:-1 by blue 402:3:-1 at gen628 Univ0 prob=0.045
AgeVaxH35.js:2202 155I j:ageGp:fam 741:5:-1 by blue 224:2:-1 at gen630 Univ0 prob=0.286
AgeVaxH35.js:2202 155I j:ageGp:fam 779:5:-1 by red 398:3:-1 at gen630 Univ0 prob=0.180
AgeVaxH35.js:2221 155I i:ageGp:fam 54:1:-1 by blue 501:3:-1 at gen631 Univ0 prob=0.776
AgeVaxH35.js:2221 158I i:ageGp:fam 204:2:-1 by red 345:2:-1 at gen638 Univ0 prob=0.324
AgeVaxH35.js:2221 159I i:ageGp:fam 354:2:-1 by red 977:8:-1 at gen640 Univ0 prob=0.524
AgeVaxH35.js:2202 159I j:ageGp:fam 268:2:-1 by red 240:2:-1 at gen641 Univ0 prob=0.654
AgeVaxH35.js:2202 160I j:ageGp:fam 366:3:-1 by red 21:0:-1 at gen642 Univ0 prob=0.712
AgeVaxH35.js:2221 162I i:ageGp:fam 12:0:-1 by red 102:1:-1 at gen644 Univ0 prob=0.777
AgeVaxH35.js:2202 162I j:ageGp:fam 483:3:-1 by red 210:2:-1 at gen644 Univ0 prob=0.938
AgeVaxH35.js:2221 162I i:ageGp:fam 642:4:-1 by blue 787:5:-1 at gen644 Univ0 prob=0.138
AgeVaxH35.js:2221 165I i:ageGp:fam 22:0:-1 by red 78:1:-1 at gen650 Univ0 prob=0.350
AgeVaxH35.js:2221 166I i:ageGp:fam 105:1:-1 by blue 357:2:-1 at gen655 Univ0 prob=0.032
AgeVaxH35.js:2202 166I j:ageGp:fam 757:5:-1 by red 239:2:-1 at gen656 Univ0 prob=0.018
AgeVaxH35.js:2221 167I i:ageGp:fam 367:3:-1 by red 402:3:-1 at gen657 Univ0 prob=0.399
AgeVaxH35.js:2202 167I j:ageGp:fam 822:6:-1 by blue 812:5:-1 at gen657 Univ0 prob=0.749
AgeVaxH35.js:2202 170I j:ageGp:fam 578:4:-1 by red 546:4:-1 at gen660 Univ0 prob=0.539
AgeVaxH35.js:2221 170I i:ageGp:fam 765:5:-1 by blue 815:5:-1 at gen660 Univ0 prob=0.370
AgeVaxH35.js:2221 170I i:ageGp:fam 802:5:-1 by blue 815:5:-1 at gen660 Univ0 prob=0.205
AgeVaxH35.js:2202 173I j:ageGp:fam 839:6:-1 by blue 63:1:-1 at gen662 Univ0 prob=0.468
AgeVaxH35.js:2221 173I i:ageGp:fam 488:3:-1 by blue 787:5:-1 at gen662 Univ0 prob=0.357
AgeVaxH35.js:2202 175I j:ageGp:fam 794:5:-1 by red 62:1:-1 at gen664 Univ0 prob=0.272
AgeVaxH35.js:2221 176I i:ageGp:fam 66:1:-1 by yellow 105:1:-1 at gen666 Univ0 prob=0.941
AgeVaxH35.js:2202 176I j:ageGp:fam 766:5:-1 by red 78:1:-1 at gen667 Univ0 prob=0.083
AgeVaxH35.js:2221 176I i:ageGp:fam 539:3:-1 by blue 921:7:-1 at gen667 Univ0 prob=0.242
AgeVaxH35.js:2221 177I i:ageGp:fam 301:2:-1 by blue 637:4:-1 at gen668 Univ0 prob=0.673
AgeVaxH35.js:2202 180I j:ageGp:fam 899:6:-1 by red 587:4:-1 at gen670 Univ0 prob=0.146
AgeVaxH35.js:2221 180I i:ageGp:fam 286:2:-1 by red 587:4:-1 at gen671 Univ0 prob=0.717
AgeVaxH35.js:2221 180I i:ageGp:fam 485:3:-1 by blue 508:3:-1 at gen671 Univ0 prob=0.022
AgeVaxH35.js:2221 183I i:ageGp:fam 168:2:-1 by blue 224:2:-1 at gen673 Univ0 prob=0.449
AgeVaxH35.js:2202 183I j:ageGp:fam 158:2:-1 by blue 63:1:-1 at gen674 Univ0 prob=0.024
AgeVaxH35.js:2202 183I j:ageGp:fam 661:4:-1 by red 359:3:-1 at gen674 Univ0 prob=0.774
AgeVaxH35.js:2202 186I j:ageGp:fam 579:4:-1 by blue 26:0:-1 at gen678 Univ0 prob=0.733
AgeVaxH35.js:2202 186I j:ageGp:fam 857:6:-1 by blue 364:3:-1 at gen679 Univ0 prob=0.290
AgeVaxH35.js:2221 187I i:ageGp:fam 265:2:-1 by blue 631:4:-1 at gen680 Univ0 prob=0.495
AgeVaxH35.js:2221 187I i:ageGp:fam 692:5:-1 by blue 980:8:-1 at gen680 Univ0 prob=0.528
AgeVaxH35.js:2221 190I i:ageGp:fam 107:1:-1 by blue 921:7:-1 at gen682 Univ0 prob=0.473
AgeVaxH35.js:2202 190I j:ageGp:fam 382:3:-1 by red 359:3:-1 at gen682 Univ0 prob=0.760
AgeVaxH35.js:2221 190I i:ageGp:fam 125:1:-1 by blue 797:5:-1 at gen683 Univ0 prob=0.008
AgeVaxH35.js:2221 192I i:ageGp:fam 245:2:-1 by red 262:2:-1 at gen684 Univ0 prob=0.880
AgeVaxH35.js:2202 192I j:ageGp:fam 472:3:-1 by blue 357:2:-1 at gen684 Univ0 prob=0.951
AgeVaxH35.js:2221 193I i:ageGp:fam 253:2:-1 by red 725:5:-1 at gen685 Univ0 prob=0.766
AgeVaxH35.js:2221 196I i:ageGp:fam 778:5:-1 by red 993:9:-1 at gen688 Univ0 prob=0.054
AgeVaxH35.js:2221 197I i:ageGp:fam 561:4:-1 by red 837:6:-1 at gen692 Univ0 prob=0.707
AgeVaxH35.js:2221 197I i:ageGp:fam 44:1:-1 by blue 357:2:-1 at gen693 Univ0 prob=0.470
AgeVaxH35.js:2202 197I j:ageGp:fam 276:2:-1 by red 224:2:-1 at gen693 Univ0 prob=0.532
AgeVaxH35.js:2221 200I i:ageGp:fam 42:1:-1 by red 725:5:-1 at gen695 Univ0 prob=0.568
AgeVaxH35.js:2202 201I j:ageGp:fam 807:5:-1 by blue 26:0:-1 at gen697 Univ0 prob=0.933
AgeVaxH35.js:2202 201I j:ageGp:fam 667:4:-1 by red 224:2:-1 at gen698 Univ0 prob=0.006
AgeVaxH35.js:2202 201I j:ageGp:fam 396:3:-1 by red 237:2:-1 at gen698 Univ0 prob=0.755
AgeVaxH35.js:2221 204I i:ageGp:fam 369:3:-1 by blue 631:4:-1 at gen700 Univ0 prob=0.377
AgeVaxH35.js:2202 204I j:ageGp:fam 950:8:-1 by red 725:5:-1 at gen701 Univ0 prob=0.987
AgeVaxH35.js:2221 206I i:ageGp:fam 521:3:-1 by red 725:5:-1 at gen705 Univ0 prob=0.861
AgeVaxH35.js:2202 207I j:ageGp:fam 931:7:-1 by red 501:3:-1 at gen707 Univ0 prob=0.355
AgeVaxH35.js:2202 207I j:ageGp:fam 592:4:-1 by red 62:1:-1 at gen708 Univ0 prob=0.232
AgeVaxH35.js:2221 207I i:ageGp:fam 189:2:-1 by red 725:5:-1 at gen708 Univ0 prob=0.155
AgeVaxH35.js:2202 208I j:ageGp:fam 714:5:-1 by red 62:1:-1 at gen709 Univ0 prob=0.712
AgeVaxH35.js:2202 208I j:ageGp:fam 586:4:-1 by red 352:2:-1 at gen709 Univ0 prob=0.138
AgeVaxH35.js:2221 212I i:ageGp:fam 27:0:-1 by blue 204:2:-1 at gen711 Univ0 prob=0.981
AgeVaxH35.js:2221 212I i:ageGp:fam 251:2:-1 by red 787:5:-1 at gen711 Univ0 prob=0.383
AgeVaxH35.js:2202 212I j:ageGp:fam 842:6:-1 by red 718:5:-1 at gen711 Univ0 prob=0.060
AgeVaxH35.js:2221 215I i:ageGp:fam 576:4:-1 by red 796:5:-1 at gen713 Univ0 prob=0.837
AgeVaxH35.js:2202 216I j:ageGp:fam 690:5:-1 by blue 204:2:-1 at gen715 Univ0 prob=0.437
AgeVaxH35.js:2202 216I j:ageGp:fam 489:3:-1 by red 26:0:-1 at gen716 Univ0 prob=0.879
AgeVaxH35.js:2202 216I j:ageGp:fam 563:4:-1 by yellow 245:2:-1 at gen716 Univ0 prob=0.891
