AgeVaxH35.js:871 Mon Jan 18 2021 23:13:03 GMT-0800 (Pacific Standard Time)
AgeVaxH35.js:872 CovidSIMVL Mode1 and Mod2 Hybrid 35d
AgeVaxH35.js:873 Mode 1 >13 and <36 is 75%
AgeVaxH35.js:874 Mode 2 >28 is 95%; >13 and <29 is 75%
AgeVaxH35.js:2202 12I j:ageGp:fam 486:3:-1 by red 199:2:-1 at gen917 Univ0 prob=0.704
AgeVaxH35.js:2221 14I i:ageGp:fam 239:2:-1 by blue 762:5:-1 at gen950 Univ0 prob=0.021
AgeVaxH35.js:2221 14I i:ageGp:fam 702:5:-1 by blue 762:5:-1 at gen951 Univ0 prob=0.016
AgeVaxH35.js:2221 15I i:ageGp:fam 107:1:-1 by red 197:2:-1 at gen952 Univ0 prob=0.602
AgeVaxH35.js:2202 17I j:ageGp:fam 848:6:-1 by red 699:5:-1 at gen994 Univ0 prob=0.638
AgeVaxH35.js:2221 18I i:ageGp:fam 495:3:-1 by red 699:5:-1 at gen1003 Univ0 prob=0.773
AgeVaxH35.js:2221 19I i:ageGp:fam 34:0:-1 by blue 486:3:-1 at gen1008 Univ0 prob=0.688
AgeVaxH35.js:2202 19I j:ageGp:fam 370:3:-1 by blue 107:1:-1 at gen1008 Univ0 prob=0.986
AgeVaxH35.js:2202 21I j:ageGp:fam 644:4:-1 by blue 239:2:-1 at gen1038 Univ0 prob=0.130
AgeVaxH35.js:2221 22I i:ageGp:fam 5:0:-1 by red 486:3:-1 at gen1041 Univ0 prob=0.749
AgeVaxH35.js:2202 22I j:ageGp:fam 781:5:-1 by blue 702:5:-1 at gen1041 Univ0 prob=0.434
AgeVaxH35.js:2221 24I i:ageGp:fam 100:1:-1 by red 239:2:-1 at gen1071 Univ0 prob=0.448
AgeVaxH35.js:2202 25I j:ageGp:fam 874:6:-1 by red 486:3:-1 at gen1075 Univ0 prob=0.526
AgeVaxH35.js:2221 26I i:ageGp:fam 163:2:-1 by blue 848:6:-1 at gen1083 Univ0 prob=0.720
AgeVaxH35.js:2202 27I j:ageGp:fam 159:2:-1 by blue 34:0:-1 at gen1093 Univ0 prob=0.455
AgeVaxH35.js:2221 27I i:ageGp:fam 343:2:-1 by red 702:5:-1 at gen1093 Univ0 prob=0.424
AgeVaxH35.js:2202 29I j:ageGp:fam 373:3:-1 by blue 34:0:-1 at gen1099 Univ0 prob=0.108
AgeVaxH35.js:2202 30I j:ageGp:fam 668:4:-1 by blue 370:3:-1 at gen1104 Univ0 prob=0.599
AgeVaxH35.js:2221 31I i:ageGp:fam 27:0:-1 by blue 34:0:-1 at gen1106 Univ0 prob=0.496
AgeVaxH35.js:2202 32I j:ageGp:fam 689:4:-1 by red 486:3:-1 at gen1116 Univ0 prob=0.234
AgeVaxH35.js:2202 32I j:ageGp:fam 302:2:-1 by red 107:1:-1 at gen1117 Univ0 prob=0.603
AgeVaxH35.js:2202 34I j:ageGp:fam 524:3:-1 by blue 5:0:-1 at gen1128 Univ0 prob=0.855
AgeVaxH35.js:2221 35I i:ageGp:fam 214:2:-1 by blue 644:4:-1 at gen1130 Univ0 prob=0.325
AgeVaxH35.js:2202 36I j:ageGp:fam 682:4:-1 by blue 644:4:-1 at gen1147 Univ0 prob=0.184
AgeVaxH35.js:2202 36I j:ageGp:fam 476:3:-1 by blue 100:1:-1 at gen1148 Univ0 prob=0.509
AgeVaxH35.js:2202 38I j:ageGp:fam 734:5:-1 by blue 100:1:-1 at gen1173 Univ0 prob=0.700
AgeVaxH35.js:2221 38I i:ageGp:fam 665:4:-1 by blue 874:6:-1 at gen1174 Univ0 prob=0.110
AgeVaxH35.js:2202 40I j:ageGp:fam 659:4:-1 by blue 373:3:-1 at gen1176 Univ0 prob=0.862
AgeVaxH35.js:2221 41I i:ageGp:fam 36:0:-1 by red 781:5:-1 at gen1189 Univ0 prob=0.153
AgeVaxH35.js:2202 42I j:ageGp:fam 944:7:-1 by red 34:0:-1 at gen1193 Univ0 prob=0.436
AgeVaxH35.js:2202 42I j:ageGp:fam 992:9:-1 by blue 874:6:-1 at gen1194 Univ0 prob=0.206
AgeVaxH35.js:2221 44I i:ageGp:fam 314:2:-1 by blue 373:3:-1 at gen1197 Univ0 prob=0.589
AgeVaxH35.js:2202 45I j:ageGp:fam 542:4:-1 by blue 163:2:-1 at gen1199 Univ0 prob=0.831
AgeVaxH35.js:2221 45I i:ageGp:fam 269:2:-1 by blue 476:3:-1 at gen1200 Univ0 prob=0.647
AgeVaxH35.js:2202 47I j:ageGp:fam 242:2:-1 by blue 159:2:-1 at gen1207 Univ0 prob=0.703
AgeVaxH35.js:2221 48I i:ageGp:fam 475:3:-1 by red 644:4:-1 at gen1212 Univ0 prob=0.594
AgeVaxH35.js:2202 49I j:ageGp:fam 947:7:-1 by blue 524:3:-1 at gen1217 Univ0 prob=0.877
AgeVaxH35.js:2221 50I i:ageGp:fam 20:0:-1 by red 373:3:-1 at gen1227 Univ0 prob=0.383
AgeVaxH35.js:2221 50I i:ageGp:fam 703:5:-1 by red 781:5:-1 at gen1228 Univ0 prob=0.199
AgeVaxH35.js:2221 52I i:ageGp:fam 496:3:-1 by red 874:6:-1 at gen1261 Univ0 prob=0.453
AgeVaxH35.js:2221 53I i:ageGp:fam 126:1:-1 by red 874:6:-1 at gen1265 Univ0 prob=0.460
AgeVaxH35.js:2221 53I i:ageGp:fam 651:4:-1 by red 668:4:-1 at gen1266 Univ0 prob=0.179
AgeVaxH35.js:2202 55I j:ageGp:fam 939:7:-1 by red 689:4:-1 at gen1285 Univ0 prob=0.476
AgeVaxH35.js:2202 56I j:ageGp:fam 836:6:-1 by blue 242:2:-1 at gen1294 Univ0 prob=0.591
AgeVaxH35.js:2202 56I j:ageGp:fam 692:5:-1 by red 302:2:-1 at gen1294 Univ0 prob=0.361
AgeVaxH35.js:2221 56I i:ageGp:fam 23:0:-1 by red 668:4:-1 at gen1295 Univ0 prob=0.019
AgeVaxH35.js:2202 59I j:ageGp:fam 581:4:-1 by red 27:0:-1 at gen1301 Univ0 prob=0.842
AgeVaxH35.js:2221 60I i:ageGp:fam 613:4:-1 by red 659:4:-1 at gen1303 Univ0 prob=0.769
AgeVaxH35.js:2221 60I i:ageGp:fam 118:1:-1 by blue 269:2:-1 at gen1304 Univ0 prob=0.734
AgeVaxH35.js:2221 62I i:ageGp:fam 474:3:-1 by red 992:9:-1 at gen1314 Univ0 prob=0.269
AgeVaxH35.js:2221 63I i:ageGp:fam 168:2:-1 by red 992:9:-1 at gen1316 Univ0 prob=0.906
AgeVaxH35.js:2202 64I j:ageGp:fam 532:3:-1 by red 302:2:-1 at gen1322 Univ0 prob=0.260
AgeVaxH35.js:2202 65I j:ageGp:fam 377:3:-1 by red 269:2:-1 at gen1328 Univ0 prob=0.629
AgeVaxH35.js:2202 66I j:ageGp:fam 575:4:-1 by red 269:2:-1 at gen1364 Univ0 prob=0.307
AgeVaxH35.js:2221 67I i:ageGp:fam 153:2:-1 by red 542:4:-1 at gen1369 Univ0 prob=0.341
AgeVaxH35.js:2202 68I j:ageGp:fam 716:5:-1 by red 20:0:-1 at gen1388 Univ0 prob=0.669
AgeVaxH35.js:2202 68I j:ageGp:fam 816:5:-1 by blue 23:0:-1 at gen1389 Univ0 prob=0.977
AgeVaxH35.js:2202 68I j:ageGp:fam 445:3:-1 by red 269:2:-1 at gen1389 Univ0 prob=0.155
AgeVaxH35.js:2202 71I j:ageGp:fam 642:4:-1 by red 242:2:-1 at gen1394 Univ0 prob=0.235
AgeVaxH35.js:2202 72I j:ageGp:fam 923:7:-1 by blue 532:3:-1 at gen1397 Univ0 prob=0.820
AgeVaxH35.js:2202 73I j:ageGp:fam 700:5:-1 by red 496:3:-1 at gen1404 Univ0 prob=0.776
AgeVaxH35.js:2221 74I i:ageGp:fam 76:1:-1 by blue 377:3:-1 at gen1409 Univ0 prob=0.887
AgeVaxH35.js:2202 74I j:ageGp:fam 981:8:-1 by blue 581:4:-1 at gen1409 Univ0 prob=0.020
AgeVaxH35.js:2221 76I i:ageGp:fam 298:2:-1 by red 703:5:-1 at gen1411 Univ0 prob=0.600
AgeVaxH35.js:2202 76I j:ageGp:fam 739:5:-1 by blue 692:5:-1 at gen1412 Univ0 prob=0.414
AgeVaxH35.js:2202 78I j:ageGp:fam 877:6:-1 by red 474:3:-1 at gen1430 Univ0 prob=0.766
AgeVaxH35.js:2202 79I j:ageGp:fam 512:3:-1 by red 126:1:-1 at gen1451 Univ0 prob=0.335
AgeVaxH35.js:2221 80I i:ageGp:fam 686:4:-1 by red 836:6:-1 at gen1460 Univ0 prob=0.628
AgeVaxH35.js:2221 81I i:ageGp:fam 44:1:-1 by blue 575:4:-1 at gen1469 Univ0 prob=0.939
AgeVaxH35.js:2221 82I i:ageGp:fam 671:4:-1 by red 836:6:-1 at gen1471 Univ0 prob=0.174
AgeVaxH35.js:2202 82I j:ageGp:fam 954:8:-1 by red 692:5:-1 at gen1471 Univ0 prob=0.376
AgeVaxH35.js:2202 84I j:ageGp:fam 537:3:-1 by blue 298:2:-1 at gen1476 Univ0 prob=0.887
AgeVaxH35.js:2221 85I i:ageGp:fam 119:1:-1 by red 474:3:-1 at gen1486 Univ0 prob=0.313
AgeVaxH35.js:2202 86I j:ageGp:fam 867:6:-1 by blue 716:5:-1 at gen1502 Univ0 prob=0.862
AgeVaxH35.js:2221 86I i:ageGp:fam 363:3:-1 by blue 445:3:-1 at gen1503 Univ0 prob=0.666
AgeVaxH35.js:2221 88I i:ageGp:fam 559:4:-1 by blue 739:5:-1 at gen1520 Univ0 prob=0.657
AgeVaxH35.js:2202 88I j:ageGp:fam 777:5:-1 by blue 739:5:-1 at gen1520 Univ0 prob=0.583
AgeVaxH35.js:2202 90I j:ageGp:fam 949:8:-1 by blue 512:3:-1 at gen1528 Univ0 prob=0.182
AgeVaxH35.js:2221 91I i:ageGp:fam 55:1:-1 by red 642:4:-1 at gen1533 Univ0 prob=0.183
AgeVaxH35.js:2221 91I i:ageGp:fam 276:2:-1 by blue 512:3:-1 at gen1533 Univ0 prob=0.414
AgeVaxH35.js:2221 93I i:ageGp:fam 86:1:-1 by red 739:5:-1 at gen1535 Univ0 prob=0.530
AgeVaxH35.js:2221 94I i:ageGp:fam 372:3:-1 by blue 686:4:-1 at gen1537 Univ0 prob=0.952
AgeVaxH35.js:2202 95I j:ageGp:fam 831:6:-1 by blue 512:3:-1 at gen1539 Univ0 prob=0.209
AgeVaxH35.js:2202 96I j:ageGp:fam 946:7:-1 by red 816:5:-1 at gen1541 Univ0 prob=0.982
AgeVaxH35.js:2202 97I j:ageGp:fam 866:6:-1 by red 445:3:-1 at gen1549 Univ0 prob=0.776
AgeVaxH35.js:2202 97I j:ageGp:fam 468:3:-1 by red 445:3:-1 at gen1550 Univ0 prob=0.071
AgeVaxH35.js:2221 99I i:ageGp:fam 511:3:-1 by red 700:5:-1 at gen1564 Univ0 prob=0.354
AgeVaxH35.js:2221 100I i:ageGp:fam 339:2:-1 by blue 671:4:-1 at gen1568 Univ0 prob=0.981
AgeVaxH35.js:2202 100I j:ageGp:fam 829:6:-1 by blue 671:4:-1 at gen1568 Univ0 prob=0.329
AgeVaxH35.js:2202 102I j:ageGp:fam 883:6:-1 by blue 671:4:-1 at gen1577 Univ0 prob=0.838
AgeVaxH35.js:2202 102I j:ageGp:fam 224:2:-1 by blue 44:1:-1 at gen1578 Univ0 prob=0.725
AgeVaxH35.js:2221 104I i:ageGp:fam 341:2:-1 by red 923:7:-1 at gen1580 Univ0 prob=0.480
​ 105I i:ageGp:fam 1:0:-1 by red 877:6:-1 at gen1587 Univ0 prob=0.095
​ 106I j:ageGp:fam 503:3:-1 by red 44:1:-1 at gen1596 Univ0 prob=0.018
​ 107I i:ageGp:fam 64:1:-1 by blue 276:2:-1 at gen1608 Univ0 prob=0.775
​ 108I i:ageGp:fam 136:2:-1 by red 739:5:-1 at gen1610 Univ0 prob=0.531
​ 109I j:ageGp:fam 614:4:-1 by blue 559:4:-1 at gen1623 Univ0 prob=0.128
​ 109I i:ageGp:fam 207:2:-1 by blue 468:3:-1 at gen1624 Univ0 prob=0.271
​ 111I j:ageGp:fam 527:3:-1 by red 363:3:-1 at gen1629 Univ0 prob=0.162
​ 112I j:ageGp:fam 969:8:-1 by red 867:6:-1 at gen1631 Univ0 prob=0.939
​ 113I i:ageGp:fam 311:2:-1 by red 512:3:-1 at gen1635 Univ0 prob=0.664
​ 113I j:ageGp:fam 968:8:-1 by red 686:4:-1 at gen1635 Univ0 prob=0.047
​ 115I j:ageGp:fam 392:3:-1 by blue 276:2:-1 at gen1637 Univ0 prob=0.192
​ 116I i:ageGp:fam 811:5:-1 by red 954:8:-1 at gen1640 Univ0 prob=0.974
​ 117I i:ageGp:fam 785:5:-1 by blue 866:6:-1 at gen1644 Univ0 prob=0.750
​ 118I j:ageGp:fam 679:4:-1 by blue 339:2:-1 at gen1650 Univ0 prob=0.508
​ 119I i:ageGp:fam 854:6:-1 by red 949:8:-1 at gen1655 Univ0 prob=0.893
​ 120I j:ageGp:fam 374:3:-1 by red 363:3:-1 at gen1661 Univ0 prob=0.463
​ 121I j:ageGp:fam 488:3:-1 by red 119:1:-1 at gen1663 Univ0 prob=0.619
​ 122I j:ageGp:fam 870:6:-1 by red 559:4:-1 at gen1667 Univ0 prob=0.906
​ 122I j:ageGp:fam 402:3:-1 by red 44:1:-1 at gen1668 Univ0 prob=0.463
​ 124I j:ageGp:fam 855:6:-1 by red 777:5:-1 at gen1682 Univ0 prob=0.458
​ 125I j:ageGp:fam 325:2:-1 by blue 136:2:-1 at gen1694 Univ0 prob=0.513
​ 125I i:ageGp:fam 123:1:-1 by blue 207:2:-1 at gen1695 Univ0 prob=0.267
​ 127I i:ageGp:fam 295:2:-1 by red 777:5:-1 at gen1701 Univ0 prob=0.326
​ 127I i:ageGp:fam 376:3:-1 by red 831:6:-1 at gen1701 Univ0 prob=0.489
​ 129I i:ageGp:fam 104:1:-1 by red 829:6:-1 at gen1709 Univ0 prob=0.687
​ 129I i:ageGp:fam 246:2:-1 by red 883:6:-1 at gen1709 Univ0 prob=0.487
​ 131I i:ageGp:fam 43:1:-1 by blue 614:4:-1 at gen1722 Univ0 prob=0.281
​ 131I i:ageGp:fam 335:2:-1 by blue 679:4:-1 at gen1722 Univ0 prob=0.822
​ 133I j:ageGp:fam 529:3:-1 by blue 488:3:-1 at gen1736 Univ0 prob=0.928
​ 134I i:ageGp:fam 514:3:-1 by red 829:6:-1 at gen1742 Univ0 prob=0.169
​ 135I i:ageGp:fam 324:2:-1 by red 883:6:-1 at gen1744 Univ0 prob=0.294
​ 136I j:ageGp:fam 895:6:-1 by blue 402:3:-1 at gen1746 Univ0 prob=0.081
​ 137I j:ageGp:fam 908:7:-1 by red 503:3:-1 at gen1751 Univ0 prob=0.009
​ 137I i:ageGp:fam 755:5:-1 by red 883:6:-1 at gen1751 Univ0 prob=0.793
​ 139I j:ageGp:fam 931:7:-1 by red 224:2:-1 at gen1753 Univ0 prob=0.490
​ 140I i:ageGp:fam 955:8:-1 by red 969:8:-1 at gen1756 Univ0 prob=0.056
​ 140I i:ageGp:fam 47:1:-1 by blue 374:3:-1 at gen1757 Univ0 prob=0.347
​ 142I i:ageGp:fam 284:2:-1 by red 311:2:-1 at gen1760 Univ0 prob=0.443
​ 143I i:ageGp:fam 300:2:-1 by red 614:4:-1 at gen1763 Univ0 prob=0.454
​ 144I i:ageGp:fam 32:0:-1 by red 785:5:-1 at gen1767 Univ0 prob=0.536
​ 145I i:ageGp:fam 724:5:-1 by blue 855:6:-1 at gen1777 Univ0 prob=0.487
​ 146I i:ageGp:fam 410:3:-1 by red 527:3:-1 at gen1780 Univ0 prob=0.815
​ 146I j:ageGp:fam 705:5:-1 by blue 402:3:-1 at gen1781 Univ0 prob=0.066
​ 147I i:ageGp:fam 60:1:-1 by blue 325:2:-1 at gen1782 Univ0 prob=0.222
​ 148I j:ageGp:fam 761:5:-1 by blue 104:1:-1 at gen1783 Univ0 prob=0.196
​ 149I j:ageGp:fam 411:3:-1 by blue 402:3:-1 at gen1784 Univ0 prob=0.437
​ 151I j:ageGp:fam 609:4:-1 by blue 295:2:-1 at gen1787 Univ0 prob=0.036
​ 151I i:ageGp:fam 375:3:-1 by red 503:3:-1 at gen1787 Univ0 prob=0.650
​ 153I j:ageGp:fam 707:5:-1 by blue 104:1:-1 at gen1789 Univ0 prob=0.882
​ 153I i:ageGp:fam 342:2:-1 by red 785:5:-1 at gen1789 Univ0 prob=0.543
​ 155I j:ageGp:fam 588:4:-1 by red 136:2:-1 at gen1793 Univ0 prob=0.578
​ 156I j:ageGp:fam 706:5:-1 by red 402:3:-1 at gen1795 Univ0 prob=0.254
​ 157I i:ageGp:fam 181:2:-1 by red 679:4:-1 at gen1798 Univ0 prob=0.352
​ 158I i:ageGp:fam 41:1:-1 by red 854:6:-1 at gen1806 Univ0 prob=0.372
​ 159I j:ageGp:fam 603:4:-1 by blue 514:3:-1 at gen1814 Univ0 prob=0.741
​ 160I j:ageGp:fam 438:3:-1 by red 402:3:-1 at gen1821 Univ0 prob=0.598
​ 160I i:ageGp:fam 273:2:-1 by red 854:6:-1 at gen1822 Univ0 prob=0.798
​ 162I i:ageGp:fam 825:6:-1 by red 854:6:-1 at gen1824 Univ0 prob=0.775
​ 163I j:ageGp:fam 905:7:-1 by blue 104:1:-1 at gen1827 Univ0 prob=0.226
​ 163I i:ageGp:fam 782:5:-1 by red 969:8:-1 at gen1828 Univ0 prob=0.668
​ 165I i:ageGp:fam 678:4:-1 by red 811:5:-1 at gen1831 Univ0 prob=0.941
​ 166I j:ageGp:fam 499:3:-1 by red 295:2:-1 at gen1836 Univ0 prob=0.184
​ 167I i:ageGp:fam 226:2:-1 by blue 324:2:-1 at gen1839 Univ0 prob=0.531
​ 168I i:ageGp:fam 631:4:-1 by red 811:5:-1 at gen1841 Univ0 prob=0.242
​ 169I i:ageGp:fam 35:0:-1 by blue 529:3:-1 at gen1843 Univ0 prob=0.116
​ 170I j:ageGp:fam 828:6:-1 by blue 60:1:-1 at gen1846 Univ0 prob=0.802
​ 170I i:ageGp:fam 232:2:-1 by red 870:6:-1 at gen1847 Univ0 prob=0.047
​ 172I j:ageGp:fam 971:8:-1 by blue 705:5:-1 at gen1851 Univ0 prob=0.974
​ 172I j:ageGp:fam 458:3:-1 by blue 181:2:-1 at gen1852 Univ0 prob=0.832
​ 174I i:ageGp:fam 130:1:-1 by blue 375:3:-1 at gen1859 Univ0 prob=0.785
​ 175I i:ageGp:fam 222:2:-1 by blue 707:5:-1 at gen1862 Univ0 prob=0.544
​ 175I j:ageGp:fam 308:2:-1 by blue 181:2:-1 at gen1863 Univ0 prob=0.119
​ 177I j:ageGp:fam 920:7:-1 by blue 514:3:-1 at gen1865 Univ0 prob=0.980
​ 178I i:ageGp:fam 845:6:-1 by blue 931:7:-1 at gen1868 Univ0 prob=0.557
​ 179I i:ageGp:fam 283:2:-1 by yellow 845:6:-1 at gen1870 Univ0 prob=0.259
​ 180I i:ageGp:fam 294:2:-1 by red 529:3:-1 at gen1873 Univ0 prob=0.398
​ 181I i:ageGp:fam 25:0:-1 by red 123:1:-1 at gen1878 Univ0 prob=0.365
​ 181I j:ageGp:fam 554:4:-1 by blue 181:2:-1 at gen1878 Univ0 prob=0.636
​ 183I i:ageGp:fam 881:6:-1 by red 955:8:-1 at gen1886 Univ0 prob=0.695
​ 184I i:ageGp:fam 175:2:-1 by blue 724:5:-1 at gen1890 Univ0 prob=0.144
​ 185I i:ageGp:fam 17:0:-1 by blue 588:4:-1 at gen1892 Univ0 prob=0.607
​ 185I j:ageGp:fam 586:4:-1 by red 514:3:-1 at gen1892 Univ0 prob=0.934
​ 185I j:ageGp:fam 778:5:-1 by blue 41:1:-1 at gen1893 Univ0 prob=0.168
​ 187I i:ageGp:fam 768:5:-1 by red 908:7:-1 at gen1894 Univ0 prob=0.053
​ 189I i:ageGp:fam 140:2:-1 by red 529:3:-1 at gen1896 Univ0 prob=0.266
​ 190I j:ageGp:fam 231:2:-1 by blue 41:1:-1 at gen1899 Univ0 prob=0.334
​ 191I i:ageGp:fam 443:3:-1 by blue 609:4:-1 at gen1902 Univ0 prob=0.173
​ 192I j:ageGp:fam 757:5:-1 by red 32:0:-1 at gen1904 Univ0 prob=0.567
​ 193I i:ageGp:fam 621:4:-1 by blue 706:5:-1 at gen1907 Univ0 prob=0.313
​ 193I i:ageGp:fam 803:5:-1 by red 955:8:-1 at gen1907 Univ0 prob=0.207
​ 195I i:ageGp:fam 446:3:-1 by red 588:4:-1 at gen1911 Univ0 prob=0.940
​ 195I i:ageGp:fam 190:2:-1 by red 300:2:-1 at gen1912 Univ0 prob=0.853
​ 197I j:ageGp:fam 569:4:-1 by red 324:2:-1 at gen1919 Univ0 prob=0.025
​ 198I i:ageGp:fam 395:3:-1 by red 707:5:-1 at gen1922 Univ0 prob=0.861
​ 199I i:ageGp:fam 49:1:-1 by red 761:5:-1 at gen1924 Univ0 prob=0.234
​ 200I i:ageGp:fam 29:0:-1 by red 410:3:-1 at gen1931 Univ0 prob=0.880
​ 200I i:ageGp:fam 139:2:-1 by red 410:3:-1 at gen1931 Univ0 prob=0.318
​ 202I i:ageGp:fam 230:2:-1 by red 603:4:-1 at gen1933 Univ0 prob=0.287
​ 202I i:ageGp:fam 161:2:-1 by red 588:4:-1 at gen1934 Univ0 prob=0.686
​ 203I j:ageGp:fam 995:9:-1 by red 324:2:-1 at gen1935 Univ0 prob=0.547
​ 204I i:ageGp:fam 210:2:-1 by red 895:6:-1 at gen1936 Univ0 prob=0.206
​ 206I i:ageGp:fam 73:1:-1 by blue 232:2:-1 at gen1940 Univ0 prob=0.935
​ 206I j:ageGp:fam 879:6:-1 by red 342:2:-1 at gen1940 Univ0 prob=0.099
​ 206I i:ageGp:fam 78:1:-1 by red 375:3:-1 at gen1941 Univ0 prob=0.430
​ 209I j:ageGp:fam 204:2:-1 by red 41:1:-1 at gen1944 Univ0 prob=0.073
​ 209I i:ageGp:fam 278:2:-1 by red 603:4:-1 at gen1944 Univ0 prob=0.761
​ 209I i:ageGp:fam 50:1:-1 by red 342:2:-1 at gen1945 Univ0 prob=0.607
​ 212I j:ageGp:fam 766:5:-1 by red 375:3:-1 at gen1950 Univ0 prob=0.031
​ 212I i:ageGp:fam 564:4:-1 by red 761:5:-1 at gen1950 Univ0 prob=0.635
​ 214I i:ageGp:fam 48:1:-1 by red 705:5:-1 at gen1955 Univ0 prob=0.163
​ 214I j:ageGp:fam 245:2:-1 by blue 175:2:-1 at gen1955 Univ0 prob=0.697
​ 216I i:ageGp:fam 149:2:-1 by red 588:4:-1 at gen1957 Univ0 prob=0.163
​ 216I j:ageGp:fam 660:4:-1 by red 499:3:-1 at gen1958 Univ0 prob=0.930
​ 218I j:ageGp:fam 589:4:-1 by blue 231:2:-1 at gen1962 Univ0 prob=0.544
​ 218I j:ageGp:fam 901:6:-1 by red 761:5:-1 at gen1962 Univ0 prob=0.689
​ 218I j:ageGp:fam 643:4:-1 by blue 283:2:-1 at gen1963 Univ0 prob=0.338
​ 221I j:ageGp:fam 756:5:-1 by red 705:5:-1 at gen1968 Univ0 prob=0.945
​ 222I j:ageGp:fam 403:3:-1 by red 41:1:-1 at gen1971 Univ0 prob=0.063
​ 223I i:ageGp:fam 709:5:-1 by blue 881:6:-1 at gen1973 Univ0 prob=0.809
​ 223I j:ageGp:fam 650:4:-1 by red 342:2:-1 at gen1974 Univ0 prob=0.273
​ 224I j:ageGp:fam 170:2:-1 by blue 25:0:-1 at gen1975 Univ0 prob=0.239
​ 225I j:ageGp:fam 987:9:-1 by blue 175:2:-1 at gen1976 Univ0 prob=0.953
​ 227I i:ageGp:fam 633:4:-1 by blue 920:7:-1 at gen1979 Univ0 prob=0.378
​ 228I i:ageGp:fam 128:1:-1 by blue 222:2:-1 at gen1986 Univ0 prob=0.882
​ 228I i:ageGp:fam 137:2:-1 by red 273:2:-1 at gen1987 Univ0 prob=0.811
​ 228I j:ageGp:fam 428:3:-1 by blue 175:2:-1 at gen1987 Univ0 prob=0.845
​ 228I j:ageGp:fam 813:5:-1 by blue 443:3:-1 at gen1987 Univ0 prob=0.292
​ 228I j:ageGp:fam 938:7:-1 by red 905:7:-1 at gen1987 Univ0 prob=0.695
​ 229I i:ageGp:fam 758:5:-1 by yellow 879:6:-1 at gen1988 Univ0 prob=0.342
​ 234I j:ageGp:fam 437:3:-1 by blue 140:2:-1 at gen1997 Univ0 prob=0.028
​ 235I i:ageGp:fam 436:3:-1 by blue 586:4:-1 at gen2000 Univ0 prob=0.028
​ 236I j:ageGp:fam 369:3:-1 by blue 17:0:-1 at gen2004 Univ0 prob=0.442
​ 237I i:ageGp:fam 2:0:-1 by red 782:5:-1 at gen2010 Univ0 prob=0.059
​ 238I j:ageGp:fam 648:4:-1 by blue 48:1:-1 at gen2013 Univ0 prob=0.731
