Some messages have been moved to the Issues panel.
AgeVaxH35.js:871 Sat Jan 23 2021 12:41:00 GMT-0800 (Pacific Standard Time)
AgeVaxH35.js:872 CovidSIMVL Mode1 and Mod2 Hybrid 35d
AgeVaxH35.js:873 Mode 1 >13 and <36 is 75%
AgeVaxH35.js:874 Mode 2 >28 is 95%; >13 and <29 is 75%
AgeVaxH35.js:2302 55I x:ageGp:fam 544:4:-1 by red 969:8:-1 at gen243 Univ0 prob=0.818
AgeVaxH35.js:2302 55I x:ageGp:fam 787:5:-1 by blue 666:4:-1 at gen243 Univ0 prob=0.346
AgeVaxH35.js:2302 55I x:ageGp:fam 979:8:-1 by red 255:2:-1 at gen244 Univ0 prob=0.790
AgeVaxH35.js:2302 58I x:ageGp:fam 95:1:-1 by blue 798:5:-1 at gen246 Univ0 prob=0.716
AgeVaxH35.js:2302 59I x:ageGp:fam 336:2:-1 by red 182:2:-1 at gen249 Univ0 prob=0.545
AgeVaxH35.js:2302 59I x:ageGp:fam 321:2:-1 by blue 793:5:-1 at gen250 Univ0 prob=0.988
AgeVaxH35.js:2302 61I x:ageGp:fam 77:1:-1 by blue 875:6:-1 at gen255 Univ0 prob=0.933
AgeVaxH35.js:2302 61I x:ageGp:fam 732:5:-1 by blue 700:5:-1 at gen255 Univ0 prob=0.002
AgeVaxH35.js:2302 63I x:ageGp:fam 242:2:-1 by red 605:4:-1 at gen257 Univ0 prob=0.328
AgeVaxH35.js:2302 63I x:ageGp:fam 411:3:-1 by red 255:2:-1 at gen257 Univ0 prob=0.409
AgeVaxH35.js:2302 65I x:ageGp:fam 120:1:-1 by blue 488:3:-1 at gen261 Univ0 prob=0.577
AgeVaxH35.js:2302 66I x:ageGp:fam 78:1:-1 by red 875:6:-1 at gen263 Univ0 prob=0.474
AgeVaxH35.js:2302 67I x:ageGp:fam 724:5:-1 by red 182:2:-1 at gen267 Univ0 prob=0.425
AgeVaxH35.js:2302 67I x:ageGp:fam 861:6:-1 by red 875:6:-1 at gen267 Univ0 prob=0.373
AgeVaxH35.js:2302 67I x:ageGp:fam 817:5:-1 by blue 666:4:-1 at gen268 Univ0 prob=0.488
AgeVaxH35.js:2302 69I x:ageGp:fam 921:7:-1 by blue 370:3:-1 at gen269 Univ0 prob=0.174
AgeVaxH35.js:2302 70I x:ageGp:fam 167:2:-1 by blue 300:2:-1 at gen270 Univ0 prob=0.360
AgeVaxH35.js:2302 71I x:ageGp:fam 282:2:-1 by red 793:5:-1 at gen271 Univ0 prob=0.734
AgeVaxH35.js:2302 73I x:ageGp:fam 960:8:-1 by blue 284:2:-1 at gen273 Univ0 prob=0.013
AgeVaxH35.js:2302 74I x:ageGp:fam 68:1:-1 by red 700:5:-1 at gen276 Univ0 prob=0.466
AgeVaxH35.js:2302 74I x:ageGp:fam 925:7:-1 by blue 254:2:-1 at gen276 Univ0 prob=0.425
AgeVaxH35.js:2302 76I x:ageGp:fam 218:2:-1 by red 798:5:-1 at gen279 Univ0 prob=0.625
AgeVaxH35.js:2302 76I x:ageGp:fam 407:3:-1 by red 126:1:-1 at gen280 Univ0 prob=0.673
AgeVaxH35.js:2302 78I x:ageGp:fam 740:5:-1 by blue 71:1:-1 at gen282 Univ0 prob=0.036
AgeVaxH35.js:2302 78I x:ageGp:fam 201:2:-1 by red 182:2:-1 at gen282 Univ0 prob=0.088
AgeVaxH35.js:2302 78I x:ageGp:fam 290:2:-1 by blue 370:3:-1 at gen282 Univ0 prob=0.718
AgeVaxH35.js:2302 78I x:ageGp:fam 341:2:-1 by blue 708:5:-1 at gen282 Univ0 prob=0.151
AgeVaxH35.js:2302 82I x:ageGp:fam 450:3:-1 by blue 27:0:-1 at gen284 Univ0 prob=0.277
AgeVaxH35.js:2302 82I x:ageGp:fam 516:3:-1 by blue 884:6:-1 at gen284 Univ0 prob=0.580
AgeVaxH35.js:2302 82I x:ageGp:fam 672:4:-1 by blue 730:5:-1 at gen285 Univ0 prob=0.948
AgeVaxH35.js:2302 84I x:ageGp:fam 419:3:-1 by blue 708:5:-1 at gen286 Univ0 prob=0.639
AgeVaxH35.js:2302 85I x:ageGp:fam 74:1:-1 by red 681:4:-1 at gen287 Univ0 prob=0.468
AgeVaxH35.js:2302 87I x:ageGp:fam 268:2:-1 by yellow 396:3:-1 at gen290 Univ0 prob=0.345
AgeVaxH35.js:2302 87I x:ageGp:fam 741:5:-1 by red 781:5:-1 at gen291 Univ0 prob=0.265
AgeVaxH35.js:2302 89I x:ageGp:fam 475:3:-1 by blue 824:6:-1 at gen294 Univ0 prob=0.115
AgeVaxH35.js:2302 89I x:ageGp:fam 694:5:-1 by red 973:8:-1 at gen295 Univ0 prob=0.953
AgeVaxH35.js:2302 90I x:ageGp:fam 140:2:-1 by blue 787:5:-1 at gen296 Univ0 prob=0.330
AgeVaxH35.js:2302 90I x:ageGp:fam 293:2:-1 by blue 708:5:-1 at gen296 Univ0 prob=0.437
AgeVaxH35.js:2302 90I x:ageGp:fam 500:3:-1 by red 798:5:-1 at gen296 Univ0 prob=0.425
AgeVaxH35.js:2302 94I x:ageGp:fam 628:4:-1 by blue 95:1:-1 at gen298 Univ0 prob=0.139
AgeVaxH35.js:2302 94I x:ageGp:fam 961:8:-1 by blue 684:4:-1 at gen298 Univ0 prob=0.889
AgeVaxH35.js:2302 94I x:ageGp:fam 779:5:-1 by blue 27:0:-1 at gen299 Univ0 prob=0.489
AgeVaxH35.js:2302 96I x:ageGp:fam 739:5:-1 by blue 214:2:-1 at gen300 Univ0 prob=0.827
AgeVaxH35.js:2302 98I x:ageGp:fam 308:2:-1 by blue 787:5:-1 at gen302 Univ0 prob=0.521
AgeVaxH35.js:2302 99I x:ageGp:fam 72:1:-1 by red 180:2:-1 at gen306 Univ0 prob=0.658
AgeVaxH35.js:2302 99I x:ageGp:fam 331:2:-1 by blue 321:2:-1 at gen307 Univ0 prob=0.545
AgeVaxH35.js:2302 99I x:ageGp:fam 702:5:-1 by blue 361:3:-1 at gen307 Univ0 prob=0.600
AgeVaxH35.js:2302 102I x:ageGp:fam 154:2:-1 by blue 254:2:-1 at gen309 Univ0 prob=0.400
AgeVaxH35.js:2302 102I x:ageGp:fam 638:4:-1 by blue 254:2:-1 at gen309 Univ0 prob=0.496
AgeVaxH35.js:2302 102I x:ageGp:fam 173:2:-1 by blue 214:2:-1 at gen310 Univ0 prob=0.532
AgeVaxH35.js:2302 102I x:ageGp:fam 820:5:-1 by blue 360:3:-1 at gen310 Univ0 prob=0.721
AgeVaxH35.js:2302 106I x:ageGp:fam 73:1:-1 by blue 242:2:-1 at gen312 Univ0 prob=0.596
AgeVaxH35.js:2302 106I x:ageGp:fam 548:4:-1 by blue 787:5:-1 at gen312 Univ0 prob=0.389
AgeVaxH35.js:2302 106I x:ageGp:fam 170:2:-1 by blue 77:1:-1 at gen313 Univ0 prob=0.956
AgeVaxH35.js:2302 106I x:ageGp:fam 573:4:-1 by red 666:4:-1 at gen313 Univ0 prob=0.234
AgeVaxH35.js:2302 108I x:ageGp:fam 466:3:-1 by blue 684:4:-1 at gen314 Univ0 prob=0.877
AgeVaxH35.js:2302 110I x:ageGp:fam 696:5:-1 by red 19:0:-1 at gen315 Univ0 prob=0.049
AgeVaxH35.js:2302 112I x:ageGp:fam 464:3:-1 by yellow 167:2:-1 at gen318 Univ0 prob=0.374
AgeVaxH35.js:2302 112I x:ageGp:fam 804:5:-1 by blue 361:3:-1 at gen319 Univ0 prob=0.459
AgeVaxH35.js:2302 112I x:ageGp:fam 557:4:-1 by blue 684:4:-1 at gen319 Univ0 prob=0.975
AgeVaxH35.js:2302 115I x:ageGp:fam 480:3:-1 by red 708:5:-1 at gen321 Univ0 prob=0.698
AgeVaxH35.js:2302 115I x:ageGp:fam 680:4:-1 by red 798:5:-1 at gen322 Univ0 prob=0.166
AgeVaxH35.js:2302 117I x:ageGp:fam 614:4:-1 by blue 360:3:-1 at gen325 Univ0 prob=0.596
AgeVaxH35.js:2302 117I x:ageGp:fam 11:0:-1 by blue 684:4:-1 at gen326 Univ0 prob=0.534
AgeVaxH35.js:2302 117I x:ageGp:fam 259:2:-1 by red 708:5:-1 at gen326 Univ0 prob=0.747
AgeVaxH35.js:2302 118I x:ageGp:fam 886:6:-1 by blue 71:1:-1 at gen327 Univ0 prob=0.121
AgeVaxH35.js:2302 118I x:ageGp:fam 84:1:-1 by blue 544:4:-1 at gen327 Univ0 prob=0.399
AgeVaxH35.js:2302 120I x:ageGp:fam 200:2:-1 by blue 282:2:-1 at gen328 Univ0 prob=0.313
AgeVaxH35.js:2302 120I x:ageGp:fam 303:2:-1 by blue 787:5:-1 at gen328 Univ0 prob=0.964
AgeVaxH35.js:2302 122I x:ageGp:fam 245:2:-1 by red 666:4:-1 at gen329 Univ0 prob=0.041
AgeVaxH35.js:2302 124I x:ageGp:fam 142:2:-1 by blue 396:3:-1 at gen330 Univ0 prob=0.827
AgeVaxH35.js:2302 125I x:ageGp:fam 13:0:-1 by blue 360:3:-1 at gen331 Univ0 prob=0.583
AgeVaxH35.js:2302 125I x:ageGp:fam 162:2:-1 by red 126:1:-1 at gen331 Univ0 prob=0.272
AgeVaxH35.js:2302 125I x:ageGp:fam 535:3:-1 by yellow 740:5:-1 at gen331 Univ0 prob=0.321
AgeVaxH35.js:2302 126I x:ageGp:fam 8:0:-1 by blue 396:3:-1 at gen332 Univ0 prob=0.737
AgeVaxH35.js:2302 126I x:ageGp:fam 363:3:-1 by red 666:4:-1 at gen332 Univ0 prob=0.516
AgeVaxH35.js:2302 129I x:ageGp:fam 569:4:-1 by red 54:1:-1 at gen333 Univ0 prob=0.778
AgeVaxH35.js:2302 129I x:ageGp:fam 118:1:-1 by blue 411:3:-1 at gen333 Univ0 prob=0.460
AgeVaxH35.js:2302 129I x:ageGp:fam 569:4:-1 by red 252:2:-1 at gen333 Univ0 prob=0.308
AgeVaxH35.js:2302 129I x:ageGp:fam 774:5:-1 by blue 979:8:-1 at gen333 Univ0 prob=0.516
AgeVaxH35.js:2302 131I x:ageGp:fam 651:4:-1 by blue 77:1:-1 at gen334 Univ0 prob=0.858
AgeVaxH35.js:2302 131I x:ageGp:fam 645:4:-1 by blue 732:5:-1 at gen334 Univ0 prob=0.352
AgeVaxH35.js:2302 134I x:ageGp:fam 0:0:-1 by blue 817:5:-1 at gen335 Univ0 prob=0.038
AgeVaxH35.js:2302 134I x:ageGp:fam 409:3:-1 by red 781:5:-1 at gen335 Univ0 prob=0.255
AgeVaxH35.js:2302 136I x:ageGp:fam 510:3:-1 by blue 272:2:-1 at gen336 Univ0 prob=0.973
AgeVaxH35.js:2302 138I x:ageGp:fam 456:3:-1 by blue 684:4:-1 at gen337 Univ0 prob=0.409
AgeVaxH35.js:2302 139I x:ageGp:fam 164:2:-1 by blue 361:3:-1 at gen338 Univ0 prob=0.226
AgeVaxH35.js:2302 139I x:ageGp:fam 309:2:-1 by blue 724:5:-1 at gen338 Univ0 prob=0.687
AgeVaxH35.js:2302 139I x:ageGp:fam 656:4:-1 by red 666:4:-1 at gen338 Univ0 prob=0.542
AgeVaxH35.js:2302 143I x:ageGp:fam 163:2:-1 by yellow 268:2:-1 at gen340 Univ0 prob=0.066
AgeVaxH35.js:2302 144I x:ageGp:fam 938:7:-1 by red 666:4:-1 at gen342 Univ0 prob=0.383
AgeVaxH35.js:2302 145I x:ageGp:fam 587:4:-1 by blue 817:5:-1 at gen344 Univ0 prob=0.999
AgeVaxH35.js:2302 146I x:ageGp:fam 528:3:-1 by blue 293:2:-1 at gen347 Univ0 prob=0.115
AgeVaxH35.js:2302 147I x:ageGp:fam 91:1:-1 by blue 78:1:-1 at gen349 Univ0 prob=0.235
AgeVaxH35.js:2302 147I x:ageGp:fam 209:2:-1 by blue 214:2:-1 at gen349 Univ0 prob=0.496
AgeVaxH35.js:2302 149I x:ageGp:fam 849:6:-1 by blue 407:3:-1 at gen352 Univ0 prob=0.658
AgeVaxH35.js:2302 149I x:ageGp:fam 9:0:-1 by red 884:6:-1 at gen353 Univ0 prob=0.479
AgeVaxH35.js:2302 149I x:ageGp:fam 907:7:-1 by blue 214:2:-1 at gen353 Univ0 prob=0.851
AgeVaxH35.js:2302 149I x:ageGp:fam 434:3:-1 by red 360:3:-1 at gen353 Univ0 prob=0.270
AgeVaxH35.js:2302 153I x:ageGp:fam 513:3:-1 by red 666:4:-1 at gen355 Univ0 prob=0.885
AgeVaxH35.js:2302 154I x:ageGp:fam 866:6:-1 by blue 290:2:-1 at gen357 Univ0 prob=0.300
AgeVaxH35.js:2302 154I x:ageGp:fam 757:5:-1 by red 396:3:-1 at gen357 Univ0 prob=0.044
AgeVaxH35.js:2302 154I x:ageGp:fam 239:2:-1 by red 666:4:-1 at gen358 Univ0 prob=0.569
AgeVaxH35.js:2302 154I x:ageGp:fam 750:5:-1 by blue 268:2:-1 at gen358 Univ0 prob=0.318
AgeVaxH35.js:2302 156I x:ageGp:fam 890:6:-1 by red 879:6:-1 at gen359 Univ0 prob=0.010
AgeVaxH35.js:2302 158I x:ageGp:fam 485:3:-1 by red 710:5:-1 at gen360 Univ0 prob=0.729
AgeVaxH35.js:2302 159I x:ageGp:fam 530:3:-1 by red 261:2:-1 at gen361 Univ0 prob=0.026
AgeVaxH35.js:2302 159I x:ageGp:fam 723:5:-1 by blue 419:3:-1 at gen361 Univ0 prob=0.409
AgeVaxH35.js:2302 160I x:ageGp:fam 426:3:-1 by blue 331:2:-1 at gen362 Univ0 prob=0.825
AgeVaxH35.js:2302 160I x:ageGp:fam 430:3:-1 by blue 331:2:-1 at gen362 Univ0 prob=0.335
AgeVaxH35.js:2302 162I x:ageGp:fam 463:3:-1 by blue 817:5:-1 at gen363 Univ0 prob=0.407
AgeVaxH35.js:2302 164I x:ageGp:fam 184:2:-1 by blue 268:2:-1 at gen364 Univ0 prob=0.491
AgeVaxH35.js:2302 164I x:ageGp:fam 958:8:-1 by red 396:3:-1 at gen364 Univ0 prob=0.293
AgeVaxH35.js:2302 165I x:ageGp:fam 727:5:-1 by blue 724:5:-1 at gen365 Univ0 prob=0.338
AgeVaxH35.js:2302 168I x:ageGp:fam 251:2:-1 by blue 817:5:-1 at gen367 Univ0 prob=0.600
AgeVaxH35.js:2302 169I x:ageGp:fam 825:6:-1 by red 71:1:-1 at gen370 Univ0 prob=0.018
AgeVaxH35.js:2302 169I x:ageGp:fam 349:2:-1 by blue 817:5:-1 at gen370 Univ0 prob=0.743
AgeVaxH35.js:2302 169I x:ageGp:fam 447:3:-1 by red 684:4:-1 at gen370 Univ0 prob=0.315
AgeVaxH35.js:2302 172I x:ageGp:fam 520:3:-1 by red 708:5:-1 at gen372 Univ0 prob=0.456
AgeVaxH35.js:2302 173I x:ageGp:fam 840:6:-1 by blue 170:2:-1 at gen374 Univ0 prob=0.932
AgeVaxH35.js:2302 174I x:ageGp:fam 418:3:-1 by red 214:2:-1 at gen376 Univ0 prob=0.624
AgeVaxH35.js:2302 175I x:ageGp:fam 56:1:-1 by blue 308:2:-1 at gen378 Univ0 prob=0.975
AgeVaxH35.js:2302 175I x:ageGp:fam 640:4:-1 by blue 268:2:-1 at gen379 Univ0 prob=0.836
AgeVaxH35.js:2302 175I x:ageGp:fam 333:2:-1 by red 787:5:-1 at gen379 Univ0 prob=0.185
AgeVaxH35.js:2302 175I x:ageGp:fam 848:6:-1 by red 396:3:-1 at gen379 Univ0 prob=0.141
AgeVaxH35.js:2302 176I x:ageGp:fam 371:3:-1 by blue 702:5:-1 at gen380 Univ0 prob=0.562
AgeVaxH35.js:2302 176I x:ageGp:fam 636:4:-1 by blue 739:5:-1 at gen380 Univ0 prob=0.777
AgeVaxH35.js:2302 181I x:ageGp:fam 186:2:-1 by blue 8:0:-1 at gen382 Univ0 prob=0.038
AgeVaxH35.js:2302 181I x:ageGp:fam 812:5:-1 by blue 8:0:-1 at gen382 Univ0 prob=0.665
AgeVaxH35.js:2302 181I x:ageGp:fam 599:4:-1 by red 272:2:-1 at gen382 Univ0 prob=0.743
AgeVaxH35.js:2302 181I x:ageGp:fam 422:3:-1 by blue 614:4:-1 at gen382 Univ0 prob=0.541
AgeVaxH35.js:2302 181I x:ageGp:fam 924:7:-1 by blue 341:2:-1 at gen383 Univ0 prob=0.059
AgeVaxH35.js:2302 181I x:ageGp:fam 525:3:-1 by yellow 409:3:-1 at gen383 Univ0 prob=0.265
AgeVaxH35.js:2302 185I x:ageGp:fam 852:6:-1 by yellow 645:4:-1 at gen384 Univ0 prob=0.294
AgeVaxH35.js:2302 187I x:ageGp:fam 980:8:-1 by blue 341:2:-1 at gen385 Univ0 prob=0.892
AgeVaxH35.js:2302 187I x:ageGp:fam 799:5:-1 by blue 548:4:-1 at gen385 Univ0 prob=0.656
AgeVaxH35.js:2302 187I x:ageGp:fam 799:5:-1 by blue 921:7:-1 at gen385 Univ0 prob=0.375
AgeVaxH35.js:2302 190I x:ageGp:fam 228:2:-1 by blue 308:2:-1 at gen391 Univ0 prob=0.013
AgeVaxH35.js:2302 190I x:ageGp:fam 29:0:-1 by blue 331:2:-1 at gen392 Univ0 prob=0.298
AgeVaxH35.js:2302 190I x:ageGp:fam 313:2:-1 by blue 702:5:-1 at gen392 Univ0 prob=0.602
AgeVaxH35.js:2302 190I x:ageGp:fam 563:4:-1 by blue 702:5:-1 at gen392 Univ0 prob=0.941
AgeVaxH35.js:2302 191I x:ageGp:fam 70:1:-1 by red 68:1:-1 at gen393 Univ0 prob=0.472
AgeVaxH35.js:2302 194I x:ageGp:fam 626:4:-1 by blue 0:0:-1 at gen394 Univ0 prob=0.247
AgeVaxH35.js:2302 194I x:ageGp:fam 720:5:-1 by red 27:0:-1 at gen394 Univ0 prob=0.563
AgeVaxH35.js:2302 197I x:ageGp:fam 257:2:-1 by blue 804:5:-1 at gen396 Univ0 prob=0.818
AgeVaxH35.js:2302 197I x:ageGp:fam 17:0:-1 by red 810:5:-1 at gen397 Univ0 prob=0.640
AgeVaxH35.js:2302 197I x:ageGp:fam 90:1:-1 by red 960:8:-1 at gen397 Univ0 prob=0.857
AgeVaxH35.js:2302 198I x:ageGp:fam 484:3:-1 by red 45:1:-1 at gen398 Univ0 prob=0.566
AgeVaxH35.js:2302 198I x:ageGp:fam 69:1:-1 by blue 331:2:-1 at gen398 Univ0 prob=0.889
AgeVaxH35.js:2302 198I x:ageGp:fam 332:2:-1 by red 360:3:-1 at gen398 Univ0 prob=0.126
AgeVaxH35.js:2302 198I x:ageGp:fam 484:3:-1 by blue 569:4:-1 at gen398 Univ0 prob=0.552
AgeVaxH35.js:2302 203I x:ageGp:fam 438:3:-1 by blue 820:5:-1 at gen400 Univ0 prob=0.886
AgeVaxH35.js:2302 203I x:ageGp:fam 676:4:-1 by blue 938:7:-1 at gen400 Univ0 prob=0.251
AgeVaxH35.js:2302 203I x:ageGp:fam 633:4:-1 by red 282:2:-1 at gen401 Univ0 prob=0.214
AgeVaxH35.js:2302 203I x:ageGp:fam 338:2:-1 by blue 341:2:-1 at gen401 Univ0 prob=0.460
AgeVaxH35.js:2302 205I x:ageGp:fam 650:4:-1 by blue 142:2:-1 at gen402 Univ0 prob=0.105
AgeVaxH35.js:2302 207I x:ageGp:fam 654:4:-1 by red 214:2:-1 at gen403 Univ0 prob=0.644
AgeVaxH35.js:2302 208I x:ageGp:fam 951:8:-1 by red 272:2:-1 at gen404 Univ0 prob=0.755
AgeVaxH35.js:2302 209I x:ageGp:fam 85:1:-1 by blue 8:0:-1 at gen405 Univ0 prob=0.666
AgeVaxH35.js:2302 209I x:ageGp:fam 846:6:-1 by blue 259:2:-1 at gen405 Univ0 prob=0.750
AgeVaxH35.js:2302 210I x:ageGp:fam 62:1:-1 by blue 409:3:-1 at gen406 Univ0 prob=0.724
AgeVaxH35.js:2302 210I x:ageGp:fam 558:4:-1 by red 921:7:-1 at gen406 Univ0 prob=0.593
